job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
1969,Machine Learning Engineer,MNC,Technology,Canada,Hybrid,Senior,12,PhD,0,1,1,1,1,201691,8,2020,High,2
1970,Data Scientist,MNC,Education,Australia,Onsite,Mid,7,Bachelor,1,1,0,0,1,101266,9,2021,High,8
1971,Business Analyst,Startup,Retail,Germany,Remote,Mid,5,Master,0,1,1,1,0,106900,4,2022,High,5
1972,Business Analyst,Startup,Healthcare,Australia,Remote,Entry,5,Bachelor,1,0,1,1,1,87124,1,2022,High,4
1973,Data Analyst,Enterprise,Healthcare,UK,Hybrid,Entry,1,PhD,1,1,0,1,1,77803,12,2023,Low,4
1974,AI Engineer,Medium,Technology,Germany,Remote,Mid,6,Master,1,0,1,0,0,126756,12,2024,Low,6
1975,Data Scientist,Startup,Education,Germany,Hybrid,Entry,1,Bachelor,0,0,1,1,1,92281,7,2021,High,2
1976,Business Analyst,Medium,Technology,USA,Hybrid,Entry,13,Bachelor,0,1,1,1,1,85641,12,2020,High,9
1977,Data Analyst,Enterprise,Retail,Germany,Onsite,Mid,8,PhD,0,0,0,1,0,89150,9,2025,High,8
1978,AI Engineer,Medium,Education,Canada,Onsite,Entry,3,Master,1,1,1,0,1,114814,12,2021,Low,1
1979,Data Engineer,MNC,E-commerce,UK,Remote,Senior,0,Master,0,1,0,1,1,145623,11,2026,Low,3
1980,Data Engineer,Medium,Finance,India,Onsite,Mid,1,Master,0,0,0,1,0,92224,10,2020,Low,4
1981,Data Engineer,Enterprise,Healthcare,Singapore,Hybrid,Senior,11,PhD,0,0,0,1,0,111376,1,2024,Medium,4
1982,Data Engineer,Enterprise,Technology,Canada,Onsite,Entry,8,PhD,1,1,1,1,0,83823,3,2021,High,4
1983,Data Scientist,Enterprise,Education,UK,Onsite,Mid,0,Bachelor,0,0,0,0,0,73398,2,2022,High,7
1984,AI Engineer,Medium,Healthcare,USA,Remote,Entry,10,PhD,0,0,0,1,1,113447,1,2020,Medium,4
1985,Business Analyst,MNC,Healthcare,USA,Hybrid,Senior,2,PhD,1,1,0,0,1,129173,5,2024,Low,6
1986,Data Engineer,Medium,Education,India,Onsite,Mid,11,Bachelor,0,0,0,1,0,94534,2,2023,High,7
1987,Data Analyst,Medium,Finance,Germany,Hybrid,Mid,12,Bachelor,0,1,1,0,0,86444,5,2022,High,9
1988,Data Analyst,Startup,Retail,India,Onsite,Entry,11,Bachelor,1,0,1,1,0,79940,11,2021,High,4
1989,Business Analyst,Startup,Education,USA,Hybrid,Senior,14,Master,0,0,0,0,1,110229,9,2023,Medium,3
1990,Machine Learning Engineer,Startup,Retail,Australia,Remote,Mid,14,Bachelor,1,0,0,0,0,114200,12,2021,High,9
1991,Data Engineer,MNC,Finance,UK,Hybrid,Entry,6,PhD,0,0,1,1,0,101713,12,2022,High,4
1992,Data Engineer,Startup,Technology,India,Onsite,Senior,9,Bachelor,0,0,0,1,0,116207,9,2021,High,7
1993,Data Scientist,MNC,Technology,India,Onsite,Senior,11,Bachelor,0,0,1,0,1,148963,4,2020,Medium,1
1994,AI Engineer,MNC,Education,Germany,Onsite,Entry,3,Master,0,1,1,0,0,121119,7,2020,Low,3
1995,Data Analyst,Medium,E-commerce,Australia,Hybrid,Mid,12,Bachelor,1,0,0,0,0,77084,6,2026,Medium,6
1996,Business Analyst,Medium,E-commerce,Australia,Onsite,Senior,6,Bachelor,0,1,1,1,1,137589,3,2021,High,4
1997,Business Analyst,Enterprise,Education,Germany,Hybrid,Mid,12,Master,0,1,1,0,0,89297,12,2023,High,7
1998,Data Analyst,MNC,Education,Germany,Hybrid,Entry,14,Bachelor,0,1,1,1,1,107805,8,2026,High,5
1999,Data Analyst,Startup,Education,Singapore,Remote,Senior,12,Master,0,1,0,0,0,95434,9,2020,Medium,1
2000,Data Scientist,Startup,Healthcare,Germany,Onsite,Mid,0,PhD,0,1,1,0,0,87679,12,2021,Low,6
2001,AI Engineer,Medium,Retail,India,Hybrid,Entry,0,PhD,1,0,1,1,0,121511,10,2025,High,7
2002,AI Engineer,MNC,Healthcare,Canada,Remote,Entry,14,PhD,0,1,0,1,1,132621,2,2025,High,7
2003,Business Analyst,Startup,E-commerce,Canada,Remote,Senior,11,PhD,0,1,0,1,0,113768,11,2020,Medium,5
2004,AI Engineer,Medium,Healthcare,UK,Remote,Mid,10,PhD,0,1,0,1,1,137444,8,2024,Medium,2
2005,Data Scientist,MNC,Technology,USA,Hybrid,Entry,10,Master,1,0,1,1,1,114991,6,2021,High,4
2006,Business Analyst,MNC,Healthcare,Germany,Remote,Senior,11,Master,0,1,0,1,0,138751,5,2022,Medium,4
2007,Data Scientist,MNC,Retail,USA,Hybrid,Senior,2,PhD,0,1,0,0,0,121932,6,2021,Low,5
2008,Data Scientist,Medium,Healthcare,Germany,Onsite,Entry,3,Bachelor,1,1,1,0,1,77582,2,2020,High,9
2009,AI Engineer,Enterprise,Technology,USA,Onsite,Senior,1,Bachelor,0,1,0,1,1,166712,8,2020,High,7
2010,AI Engineer,Medium,Technology,India,Remote,Mid,3,Master,0,0,0,0,0,112789,9,2022,Low,3
2011,Data Scientist,Enterprise,E-commerce,Germany,Hybrid,Senior,7,Bachelor,1,0,0,0,1,113370,12,2020,Low,4
2012,Data Engineer,Medium,Education,USA,Onsite,Mid,3,Bachelor,0,1,0,0,1,84363,12,2023,Low,6
2013,Data Scientist,Startup,Education,Singapore,Hybrid,Mid,12,PhD,0,1,1,0,1,96630,7,2020,High,9
2014,Machine Learning Engineer,Medium,Finance,Australia,Hybrid,Senior,10,PhD,1,0,0,0,0,136055,8,2020,High,7
2015,Business Analyst,Medium,Retail,Germany,Hybrid,Entry,3,Master,1,1,1,0,1,71363,2,2023,High,7
2016,Data Scientist,Enterprise,Technology,Australia,Remote,Entry,13,Bachelor,1,0,1,0,1,74150,5,2022,Medium,1
2017,Business Analyst,Enterprise,E-commerce,Australia,Onsite,Mid,13,PhD,1,1,1,1,1,114612,1,2022,High,8
2018,Data Scientist,Medium,Finance,Germany,Hybrid,Entry,7,PhD,1,1,1,0,0,60892,1,2025,High,9
2019,AI Engineer,Enterprise,Technology,Canada,Hybrid,Senior,0,PhD,1,1,1,1,1,179151,7,2025,High,7
2020,AI Engineer,Enterprise,Retail,USA,Onsite,Entry,13,Master,1,1,1,1,1,131044,10,2025,High,3
2021,Business Analyst,Startup,E-commerce,USA,Remote,Senior,14,Bachelor,0,0,1,1,1,136715,8,2025,High,6
2022,Machine Learning Engineer,Startup,Finance,India,Hybrid,Mid,5,Bachelor,1,1,1,0,1,144302,10,2020,Low,5
2023,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,Mid,6,Master,1,1,1,1,0,146463,3,2024,High,5
2024,Business Analyst,MNC,E-commerce,Canada,Onsite,Mid,1,Bachelor,1,1,1,0,1,123720,6,2023,Low,6
2025,Data Scientist,Startup,Education,Germany,Hybrid,Entry,2,Bachelor,0,1,0,1,0,67530,9,2024,Low,6
2026,Business Analyst,Medium,Technology,Canada,Onsite,Senior,14,Bachelor,1,1,1,0,0,114848,8,2020,High,7
2027,Machine Learning Engineer,Enterprise,Finance,Singapore,Onsite,Mid,7,Master,0,1,0,0,0,114789,6,2022,High,9
2028,Data Scientist,Enterprise,Education,Singapore,Onsite,Senior,12,Master,1,1,1,0,1,129900,7,2020,Medium,4
2029,Machine Learning Engineer,Startup,E-commerce,Germany,Hybrid,Entry,5,Bachelor,1,1,0,0,1,96604,5,2021,High,9
2030,Business Analyst,MNC,Technology,Australia,Hybrid,Entry,12,Bachelor,0,0,0,0,1,76382,11,2020,Medium,5
2031,Data Scientist,Medium,Retail,UK,Remote,Entry,11,PhD,1,0,0,0,0,50745,8,2024,Medium,2
2032,Data Engineer,MNC,Retail,UK,Remote,Senior,10,PhD,1,0,0,1,1,141997,8,2021,Medium,4
2033,Machine Learning Engineer,Enterprise,Healthcare,Germany,Remote,Entry,11,PhD,1,0,1,1,0,123813,9,2023,High,5
2034,Machine Learning Engineer,Startup,Finance,Germany,Remote,Entry,4,PhD,1,1,1,0,0,103505,7,2025,Low,6
2035,Data Analyst,MNC,Healthcare,UK,Remote,Mid,10,Master,1,1,0,0,0,90610,1,2022,Medium,6
2036,Data Analyst,Medium,Technology,Singapore,Remote,Senior,1,PhD,1,1,1,0,1,125817,12,2021,Low,3
2037,Data Analyst,Startup,Finance,India,Hybrid,Senior,8,Bachelor,1,1,0,0,0,102988,7,2023,High,9
2038,Business Analyst,MNC,Finance,UK,Onsite,Mid,7,Master,0,1,0,1,0,113574,5,2026,High,7
2039,Data Scientist,Enterprise,E-commerce,Canada,Hybrid,Mid,8,Master,1,1,1,0,0,94121,5,2023,High,8
2040,Business Analyst,Medium,Technology,Australia,Hybrid,Entry,3,Master,0,1,0,1,0,67137,11,2023,High,9
2041,Data Analyst,Startup,Healthcare,Canada,Onsite,Senior,8,Bachelor,0,1,0,1,0,111358,9,2023,High,7
2042,Data Analyst,Enterprise,Technology,UK,Onsite,Mid,10,Bachelor,0,1,0,1,0,89072,3,2026,Medium,3
2043,Data Scientist,Enterprise,Finance,Germany,Onsite,Senior,13,Master,1,1,0,1,0,114749,11,2020,Medium,2
2044,Data Analyst,Medium,Retail,Germany,Onsite,Mid,14,Master,1,1,1,1,1,114264,8,2020,High,5
2045,Data Scientist,Startup,Education,Australia,Remote,Entry,9,Bachelor,1,1,0,1,0,62475,10,2021,High,7
2046,Machine Learning Engineer,Medium,E-commerce,UK,Hybrid,Mid,1,PhD,0,1,0,0,1,128134,3,2020,High,9
2047,Machine Learning Engineer,Enterprise,E-commerce,UK,Hybrid,Mid,11,Bachelor,1,1,1,1,1,152424,8,2020,High,6
2048,Machine Learning Engineer,Enterprise,Finance,UK,Remote,Mid,12,Bachelor,1,1,1,1,1,150121,3,2024,High,2
2049,Data Scientist,Enterprise,Retail,Germany,Remote,Senior,12,PhD,1,1,1,0,1,129676,5,2024,High,8
2050,AI Engineer,Startup,E-commerce,Canada,Hybrid,Mid,10,Master,0,0,0,1,0,131989,3,2024,Medium,5
2051,Business Analyst,MNC,Healthcare,USA,Onsite,Senior,13,Bachelor,0,0,0,0,0,124851,3,2025,High,9
2052,Data Engineer,Enterprise,Finance,UK,Onsite,Entry,13,Master,1,1,0,1,1,79660,10,2025,Medium,4
2053,Business Analyst,MNC,Finance,Australia,Onsite,Mid,1,PhD,1,0,0,1,1,123493,2,2020,High,8
2054,Data Engineer,Startup,Education,Germany,Onsite,Mid,4,Master,1,0,1,1,0,105623,5,2026,High,7
2055,Data Scientist,Enterprise,E-commerce,Canada,Onsite,Mid,12,Bachelor,1,0,0,0,1,80017,6,2026,High,9
2056,Data Analyst,Startup,Education,Singapore,Hybrid,Entry,3,Bachelor,1,1,1,0,1,79897,10,2023,High,7
2057,AI Engineer,Medium,E-commerce,Canada,Remote,Senior,4,PhD,0,1,1,0,0,156260,2,2021,Low,3
2058,AI Engineer,Enterprise,Education,India,Remote,Mid,3,Master,1,1,0,1,1,139648,9,2022,High,9
2059,AI Engineer,Enterprise,Education,USA,Onsite,Mid,4,PhD,1,0,0,0,1,125414,6,2026,Low,4
2060,Data Engineer,Enterprise,Technology,Australia,Onsite,Entry,12,Bachelor,1,0,0,1,0,68213,3,2021,High,9
2061,Business Analyst,Medium,Education,Canada,Remote,Senior,8,PhD,0,1,1,0,1,125021,7,2023,High,9
2062,Data Engineer,Startup,Healthcare,USA,Onsite,Entry,4,Bachelor,0,0,0,1,1,75599,5,2022,High,7
2063,Data Analyst,MNC,Finance,USA,Hybrid,Mid,3,Bachelor,1,0,0,0,0,93528,9,2024,Low,4
2064,Data Engineer,Startup,E-commerce,USA,Remote,Senior,9,Master,0,1,1,0,0,114174,4,2024,High,9
2065,Data Analyst,Medium,Healthcare,Australia,Onsite,Senior,6,PhD,0,1,1,1,1,136356,5,2025,High,7
2066,Data Scientist,Startup,Education,Australia,Onsite,Mid,1,Bachelor,0,1,0,1,0,92282,8,2022,Low,2
2067,Data Engineer,Startup,Technology,Canada,Hybrid,Senior,0,PhD,0,0,0,1,0,113254,5,2021,High,7
2068,Data Engineer,Startup,E-commerce,Canada,Hybrid,Entry,10,Bachelor,1,1,1,1,1,85359,3,2024,High,9
2069,Machine Learning Engineer,Enterprise,Education,Canada,Onsite,Mid,9,Master,1,0,1,1,0,140878,1,2022,High,1
2070,Data Engineer,Startup,Technology,India,Remote,Entry,13,PhD,1,1,1,0,0,61757,1,2023,Medium,2
2071,Data Analyst,Startup,Education,India,Remote,Entry,8,PhD,0,1,1,0,0,62768,2,2025,Medium,1
2072,Machine Learning Engineer,Startup,Technology,USA,Hybrid,Senior,5,PhD,0,0,0,1,0,153752,9,2021,Low,4
2073,Business Analyst,Enterprise,Finance,UK,Onsite,Entry,4,Bachelor,1,0,1,0,1,71233,11,2025,High,8
2074,AI Engineer,Enterprise,Healthcare,India,Onsite,Mid,0,PhD,0,1,0,1,1,144879,12,2024,Low,5
2075,Business Analyst,Startup,Healthcare,Canada,Onsite,Senior,0,PhD,0,1,1,0,1,123774,4,2024,High,9
2076,Data Scientist,Enterprise,Education,India,Onsite,Entry,0,PhD,0,1,1,0,1,72287,2,2024,Low,2
2077,AI Engineer,MNC,E-commerce,Singapore,Remote,Senior,0,PhD,1,1,1,0,0,175237,11,2020,High,8
2078,Data Scientist,Enterprise,E-commerce,Singapore,Hybrid,Entry,14,Master,1,1,1,0,0,64902,5,2023,Medium,3
2079,Business Analyst,MNC,Finance,USA,Hybrid,Entry,1,Master,1,1,0,1,0,80260,8,2025,Low,2
2080,AI Engineer,Enterprise,Technology,Germany,Remote,Mid,0,Master,1,1,1,1,0,142533,4,2022,High,8
2081,Machine Learning Engineer,Enterprise,Healthcare,UK,Onsite,Mid,4,Bachelor,1,1,1,1,1,154161,12,2020,High,2
2082,Business Analyst,Startup,Finance,India,Remote,Entry,12,Bachelor,0,1,0,0,1,60051,3,2026,Medium,2
2083,Data Analyst,Startup,Education,India,Remote,Entry,13,Bachelor,0,0,0,0,0,49002,6,2024,High,8
2084,Data Analyst,Medium,Finance,Germany,Remote,Mid,2,Bachelor,1,1,1,1,1,114121,1,2026,High,6
2085,Business Analyst,Startup,Education,Canada,Hybrid,Entry,13,PhD,1,0,0,0,1,61355,12,2020,Medium,6
2086,AI Engineer,Medium,Education,India,Onsite,Entry,6,PhD,1,0,1,1,0,117773,11,2021,High,9
2087,Machine Learning Engineer,Startup,Finance,Germany,Hybrid,Mid,0,Bachelor,0,1,1,0,0,132203,4,2026,Low,4
2088,Business Analyst,MNC,Education,Australia,Hybrid,Entry,8,Bachelor,1,1,0,0,0,69716,9,2020,Medium,4
2089,Data Scientist,Medium,Technology,Germany,Remote,Senior,9,PhD,0,1,1,0,1,127564,6,2021,Medium,1
2090,Data Analyst,Medium,E-commerce,Germany,Remote,Entry,7,Bachelor,0,0,1,1,0,78496,5,2025,High,9
2091,Business Analyst,Enterprise,Retail,Germany,Remote,Senior,8,Bachelor,1,0,0,1,0,119752,7,2024,High,8
2092,Business Analyst,Startup,E-commerce,Germany,Remote,Mid,13,Master,0,0,0,1,0,92872,11,2023,Medium,6
2093,Business Analyst,Enterprise,Technology,Australia,Remote,Mid,14,Master,0,1,1,0,0,87560,4,2020,Medium,6
2094,AI Engineer,Medium,Education,India,Onsite,Senior,8,Bachelor,1,0,0,0,0,142597,5,2020,Medium,6
2095,Business Analyst,Startup,Retail,India,Remote,Entry,4,Bachelor,1,0,1,1,1,85875,4,2021,High,1
2096,AI Engineer,Medium,Finance,Australia,Remote,Senior,11,Bachelor,1,0,0,0,0,136128,2,2023,Medium,5
2097,AI Engineer,Startup,Education,USA,Onsite,Entry,3,Master,1,0,0,0,1,102261,4,2026,High,9
2098,Data Analyst,Medium,Education,Singapore,Hybrid,Entry,3,PhD,0,1,0,1,0,62260,6,2021,Low,4
2099,Machine Learning Engineer,Medium,E-commerce,USA,Onsite,Senior,14,Bachelor,0,1,1,1,0,168966,5,2021,High,9
2100,Machine Learning Engineer,MNC,Retail,Singapore,Remote,Senior,11,Master,1,1,0,0,1,171867,4,2022,Medium,5
2101,AI Engineer,Medium,Healthcare,Germany,Hybrid,Entry,13,Master,1,0,1,1,0,120727,3,2026,High,7
2102,Data Scientist,MNC,Finance,Germany,Remote,Mid,5,PhD,1,1,0,1,0,109475,12,2021,High,7
2103,AI Engineer,Enterprise,Technology,UK,Remote,Mid,12,Bachelor,1,1,1,0,0,130604,4,2026,High,8
2104,AI Engineer,Medium,E-commerce,Germany,Hybrid,Entry,3,PhD,1,1,1,0,1,115171,2,2025,Low,3
2105,Business Analyst,Startup,Retail,Germany,Hybrid,Mid,12,Bachelor,0,1,1,1,1,113532,1,2023,High,5
2106,Data Analyst,Medium,E-commerce,Germany,Hybrid,Entry,12,PhD,0,1,0,1,0,63726,7,2023,Medium,1
2107,Data Scientist,Medium,Retail,Germany,Onsite,Senior,10,PhD,0,1,1,0,0,111058,5,2021,Medium,3
2108,Data Scientist,MNC,Technology,Singapore,Remote,Entry,11,Master,1,1,0,0,0,72011,5,2026,High,9
2109,Machine Learning Engineer,Enterprise,Retail,India,Onsite,Mid,10,Bachelor,1,0,0,0,0,117710,3,2022,Medium,5
2110,Data Scientist,Enterprise,Finance,Germany,Hybrid,Entry,3,Bachelor,0,0,1,1,0,77079,1,2020,High,7
2111,Data Analyst,Enterprise,Healthcare,India,Hybrid,Senior,6,PhD,0,1,0,0,0,100290,6,2026,Low,3
2112,Business Analyst,Startup,E-commerce,UK,Remote,Mid,14,Bachelor,1,0,1,1,0,102707,2,2025,High,4
2113,Data Engineer,MNC,Finance,USA,Remote,Senior,0,Master,1,1,1,1,0,151485,10,2025,High,2
2114,Business Analyst,Startup,Education,India,Hybrid,Senior,6,Master,0,0,0,0,1,111419,1,2020,Low,6
2115,Machine Learning Engineer,Startup,Finance,UK,Onsite,Entry,2,Master,1,1,0,1,1,110500,11,2022,High,9
2116,AI Engineer,Enterprise,Education,Singapore,Onsite,Mid,10,Bachelor,0,1,0,0,0,116608,3,2026,High,8
2117,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Senior,11,Master,1,1,1,0,1,188734,10,2024,Medium,6
2118,Data Scientist,MNC,Retail,India,Remote,Senior,2,PhD,1,1,1,0,0,137798,9,2022,Low,4
2119,Business Analyst,MNC,Finance,Canada,Hybrid,Mid,0,Master,0,0,0,1,0,114350,9,2021,High,9
2120,Data Engineer,Enterprise,Retail,Australia,Hybrid,Entry,5,PhD,1,0,0,0,1,56284,11,2024,Low,4
2121,Data Scientist,Medium,Finance,Australia,Hybrid,Senior,14,Bachelor,0,0,0,1,1,128828,3,2026,Medium,2
2122,Machine Learning Engineer,Startup,Finance,Germany,Hybrid,Senior,0,Master,0,1,1,1,0,166497,9,2021,High,7
2123,AI Engineer,Medium,Finance,Canada,Remote,Mid,11,Master,0,0,0,1,1,142834,5,2026,Medium,5
2124,Business Analyst,MNC,Retail,Australia,Onsite,Entry,13,Master,0,1,0,0,1,78918,3,2021,Medium,3
2125,Data Scientist,Medium,Technology,Singapore,Onsite,Mid,13,Bachelor,1,0,0,0,0,75982,1,2025,Medium,1
2126,Business Analyst,MNC,Healthcare,USA,Hybrid,Entry,14,Master,1,0,1,0,1,98636,10,2023,Medium,3
2127,AI Engineer,MNC,Education,Canada,Onsite,Senior,10,PhD,0,1,0,1,0,172999,8,2020,Medium,3
2128,Business Analyst,Startup,Healthcare,Canada,Hybrid,Senior,0,Master,1,1,1,1,0,133880,2,2025,High,6
2129,Data Engineer,Startup,Finance,Canada,Onsite,Entry,10,Master,0,1,0,1,0,61527,5,2026,Medium,4
2130,Machine Learning Engineer,Medium,Education,USA,Hybrid,Senior,2,Master,1,1,0,1,1,166626,8,2024,High,7
2131,Machine Learning Engineer,Enterprise,Retail,Singapore,Onsite,Entry,14,PhD,0,1,1,0,1,111827,4,2024,Medium,2
2132,Business Analyst,Startup,Finance,USA,Remote,Senior,11,Master,0,0,0,0,1,113157,2,2026,Medium,3
2133,Data Scientist,MNC,E-commerce,Germany,Hybrid,Entry,10,Master,0,0,1,0,0,85767,6,2024,Medium,5
2134,Data Analyst,Startup,Healthcare,USA,Remote,Senior,11,Master,1,1,1,0,0,119696,4,2024,Medium,1
2135,Machine Learning Engineer,Enterprise,Education,USA,Remote,Senior,4,Master,0,1,0,1,1,169215,8,2024,Low,2
2136,Data Analyst,Enterprise,Healthcare,India,Remote,Entry,2,Bachelor,0,1,1,0,0,67099,8,2025,High,9
2137,Machine Learning Engineer,Medium,Finance,Australia,Remote,Senior,12,PhD,1,1,1,0,0,159220,4,2022,Medium,4
2138,Data Engineer,MNC,Finance,USA,Remote,Entry,1,PhD,0,1,0,0,1,79575,12,2024,Low,1
2139,Data Scientist,Enterprise,Education,UK,Remote,Mid,3,Master,0,1,1,0,0,93630,7,2025,High,8
2140,Business Analyst,Enterprise,E-commerce,Singapore,Remote,Entry,3,Bachelor,0,1,0,1,1,75905,1,2021,High,7
2141,Data Engineer,Startup,Education,Canada,Hybrid,Entry,13,PhD,0,0,1,0,0,61716,5,2020,Medium,1
2142,Business Analyst,MNC,E-commerce,Canada,Onsite,Mid,6,Bachelor,1,0,1,0,0,109876,11,2025,Low,6
2143,Machine Learning Engineer,Startup,Finance,USA,Remote,Senior,12,Master,0,0,0,1,1,161192,1,2020,High,9
2144,AI Engineer,MNC,Technology,Canada,Hybrid,Entry,5,PhD,0,0,1,1,1,147850,4,2021,High,5
2145,AI Engineer,Medium,Healthcare,Canada,Hybrid,Senior,0,Master,0,0,1,1,0,167187,3,2026,High,3
2146,Machine Learning Engineer,Startup,E-commerce,Australia,Onsite,Mid,14,PhD,1,1,1,1,0,144505,1,2020,High,7
2147,Business Analyst,Startup,E-commerce,Germany,Remote,Entry,6,Bachelor,0,0,1,1,0,84190,11,2021,High,6
2148,Data Engineer,Enterprise,Finance,Germany,Onsite,Mid,3,Bachelor,1,0,0,0,1,84812,11,2022,High,7
2149,Data Engineer,Enterprise,Finance,Singapore,Remote,Entry,0,Master,0,1,0,1,1,76522,2,2021,Low,4
2150,Business Analyst,Medium,E-commerce,Australia,Hybrid,Senior,14,Bachelor,1,1,0,0,1,109629,10,2024,Medium,3
2151,Data Scientist,Startup,Healthcare,Singapore,Remote,Entry,0,Bachelor,1,1,0,1,1,76834,2,2025,Low,2
2152,Machine Learning Engineer,Startup,Finance,India,Remote,Senior,13,Bachelor,0,0,1,1,1,179604,6,2020,High,7
2153,Data Scientist,Medium,E-commerce,Canada,Hybrid,Senior,11,Master,0,1,0,1,1,121844,3,2026,Medium,3
2154,AI Engineer,MNC,Finance,UK,Hybrid,Senior,4,PhD,1,1,1,1,0,190634,12,2020,High,1
2155,Data Engineer,Enterprise,Finance,Singapore,Remote,Mid,13,PhD,0,0,0,0,0,74906,6,2022,Medium,3
2156,Data Scientist,MNC,Retail,UK,Remote,Entry,13,PhD,0,0,0,0,1,84665,9,2026,Medium,4
2157,Data Scientist,Startup,Healthcare,India,Hybrid,Senior,10,Master,1,0,0,0,0,104330,11,2022,Medium,4
2158,Machine Learning Engineer,MNC,Finance,Canada,Hybrid,Mid,8,Bachelor,0,1,1,1,0,163486,3,2021,High,6
2159,Data Engineer,Medium,Healthcare,USA,Hybrid,Senior,7,PhD,1,0,0,1,1,122501,10,2020,Low,4
2160,AI Engineer,Startup,Finance,USA,Remote,Senior,6,Master,0,0,0,1,1,168290,4,2021,Low,3
2161,AI Engineer,Medium,Education,UK,Onsite,Mid,3,PhD,1,0,0,1,0,134334,9,2023,High,7
2162,Data Scientist,MNC,Retail,Germany,Hybrid,Entry,4,Master,0,0,0,1,1,99363,11,2024,Low,5
2163,Machine Learning Engineer,Startup,Finance,UK,Remote,Mid,2,Master,0,0,0,0,0,110244,6,2026,High,7
2164,Machine Learning Engineer,Enterprise,Finance,India,Hybrid,Mid,2,PhD,1,1,0,1,0,125203,7,2024,Low,2
2165,AI Engineer,Startup,E-commerce,UK,Hybrid,Mid,6,Master,0,0,0,1,0,127546,9,2020,Low,5
2166,AI Engineer,Startup,Technology,India,Onsite,Mid,9,Master,1,0,0,0,1,127146,8,2025,High,8
2167,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Senior,2,Master,0,1,0,1,0,174720,6,2023,Low,1
2168,Data Scientist,Startup,Education,Germany,Hybrid,Senior,13,Master,0,1,1,0,0,119064,3,2024,High,8
2169,Data Engineer,Enterprise,Education,Singapore,Hybrid,Senior,5,PhD,0,0,0,0,0,103412,12,2026,High,9
2170,AI Engineer,MNC,E-commerce,UK,Onsite,Senior,7,Master,0,1,0,1,0,174993,5,2024,Low,3
2171,Data Engineer,MNC,Technology,Australia,Remote,Mid,12,Master,0,0,0,1,0,106605,4,2025,Medium,5
2172,AI Engineer,MNC,Retail,Canada,Onsite,Senior,14,PhD,0,0,1,0,0,173996,3,2026,Medium,2
2173,Data Analyst,MNC,Retail,Canada,Hybrid,Entry,6,Bachelor,0,1,1,1,0,100971,5,2021,High,6
2174,AI Engineer,Enterprise,Education,India,Remote,Senior,14,PhD,1,1,0,1,1,168121,10,2024,Medium,2
2175,AI Engineer,Medium,E-commerce,USA,Remote,Senior,14,Bachelor,1,0,0,0,0,139120,2,2023,Medium,2
2176,Data Analyst,Medium,Healthcare,Australia,Remote,Senior,11,Bachelor,0,0,1,0,1,128302,12,2023,High,8
2177,Data Analyst,MNC,E-commerce,USA,Hybrid,Mid,2,PhD,1,0,0,0,1,102186,10,2022,High,9
2178,Data Scientist,MNC,Technology,UK,Onsite,Mid,10,Master,1,0,0,1,0,105450,7,2022,Medium,1
2179,Business Analyst,Startup,Finance,Singapore,Onsite,Senior,4,Bachelor,1,1,0,0,1,107365,1,2021,Low,5
2180,Machine Learning Engineer,Enterprise,Education,Germany,Onsite,Senior,1,PhD,0,0,1,0,1,161231,5,2023,Low,5
2181,Data Analyst,MNC,Retail,India,Remote,Mid,1,Master,1,1,0,0,0,91215,3,2020,Low,2
2182,Data Engineer,Enterprise,Education,Canada,Hybrid,Senior,11,PhD,0,0,1,0,0,119912,8,2022,Medium,4
2183,Business Analyst,Startup,Finance,Singapore,Onsite,Mid,12,PhD,1,1,0,1,0,86706,7,2021,Medium,1
2184,Machine Learning Engineer,Enterprise,E-commerce,Australia,Onsite,Mid,14,PhD,0,0,1,1,0,146410,5,2025,High,9
2185,Data Engineer,MNC,Retail,Australia,Hybrid,Senior,5,Bachelor,1,0,0,1,0,136869,7,2026,High,8
2186,Data Scientist,Enterprise,Healthcare,Germany,Hybrid,Entry,6,Master,0,1,0,1,1,71961,2,2025,High,7
2187,Business Analyst,Medium,Finance,Canada,Onsite,Mid,14,PhD,0,0,0,1,0,91268,10,2024,Medium,4
2188,Business Analyst,Enterprise,Healthcare,Canada,Remote,Entry,1,Master,0,1,1,0,1,70260,9,2020,Low,5
2189,AI Engineer,MNC,Education,Canada,Onsite,Senior,3,PhD,0,0,0,1,1,184286,10,2020,High,7
2190,Business Analyst,Enterprise,Technology,USA,Onsite,Senior,11,PhD,0,1,0,1,0,114287,11,2025,Medium,5
2191,Machine Learning Engineer,Enterprise,E-commerce,Germany,Hybrid,Entry,7,PhD,1,1,1,1,0,124289,12,2022,High,4
2192,Data Analyst,Startup,E-commerce,India,Hybrid,Mid,3,Master,0,1,1,1,1,116671,6,2020,High,8
2193,Business Analyst,Startup,Education,UK,Hybrid,Entry,11,Bachelor,1,1,1,0,0,64656,5,2023,High,8
2194,Data Analyst,Medium,Retail,Germany,Hybrid,Entry,8,Bachelor,0,0,0,0,1,60436,3,2023,High,8
